Time,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits,Filter,CalGroup,HostGroup,SlopGroup,Include
546.571,s,1.08E-09,2.03E-10,2.03E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
549.149,s,1.42E-09,2.73E-10,2.73E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
552.697,s,9.11E-10,1.73E-10,1.73E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
556.003,s,1.21E-09,2.33E-10,2.33E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
559.38,s,1.17E-09,2.25E-10,2.25E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
561.884,s,1.49E-09,2.79E-10,2.79E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
564.812,s,1.31E-09,2.44E-10,2.44E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
568.152,s,9.27E-10,1.79E-10,1.79E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
572.12,s,1.06E-09,1.99E-10,1.99E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
575.015,s,1.25E-09,2.43E-10,2.43E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
578.347,s,1.04E-09,1.98E-10,1.98E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
581.761,s,1.39E-09,2.66E-10,2.66E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
584.548,s,1.39E-09,2.66E-10,2.66E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
587.365,s,1.47E-09,2.83E-10,2.83E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
589.9,s,1.35E-09,2.56E-10,2.56E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
593.085,s,1.08E-09,2.02E-10,2.02E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
596.607,s,1.14E-09,2.22E-10,2.22E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
600.106,s,1.06E-09,2.06E-10,2.06E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
603.664,s,1.10E-09,2.11E-10,2.11E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
606.863,s,1.06E-09,2.03E-10,2.03E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
610.073,s,1.40E-09,2.60E-10,2.60E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
613.405,s,1.01E-09,1.89E-10,1.89E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
616.848,s,1.10E-09,2.14E-10,2.14E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
620.163,s,1.08E-09,2.11E-10,2.11E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
624.26,s,9.61E-10,1.82E-10,1.82E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
627.529,s,1.15E-09,2.21E-10,2.21E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
630.708,s,1.40E-09,2.66E-10,2.66E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
633.594,s,1.23E-09,2.36E-10,2.36E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
637.08,s,9.19E-10,1.79E-10,1.79E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
641.245,s,9.07E-10,1.72E-10,1.72E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
644.967,s,1.13E-09,2.18E-10,2.18E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
648.451,s,1.04E-09,1.95E-10,1.95E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
652.253,s,1.00E-09,1.89E-10,1.89E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
656.368,s,8.97E-10,1.70E-10,1.70E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
660.552,s,9.81E-10,1.91E-10,1.91E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
664.315,s,1.07E-09,2.07E-10,2.07E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
667.767,s,1.11E-09,2.14E-10,2.14E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
671.249,s,1.02E-09,2.06E-10,2.06E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
674.674,s,1.18E-09,2.28E-10,2.28E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
678.197,s,9.91E-10,1.89E-10,1.89E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
682.024,s,9.66E-10,1.86E-10,1.86E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
685.612,s,1.22E-09,2.35E-10,2.35E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
689.355,s,9.92E-10,1.90E-10,1.90E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
692.634,s,1.30E-09,2.45E-10,2.45E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
695.901,s,9.32E-10,1.77E-10,1.77E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
700.657,s,7.69E-10,1.48E-10,1.48E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
704.912,s,9.60E-10,1.89E-10,1.89E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
709.036,s,9.16E-10,1.80E-10,1.80E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
712.809,s,9.93E-10,1.95E-10,1.95E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
716.618,s,1.04E-09,1.99E-10,1.99E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
720.809,s,8.43E-10,1.65E-10,1.65E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
725.242,s,9.11E-10,1.75E-10,1.75E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
728.925,s,1.16E-09,2.23E-10,2.23E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
732.589,s,9.17E-10,1.75E-10,1.75E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
737.485,s,7.24E-10,1.43E-10,1.43E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
742.338,s,8.76E-10,1.72E-10,1.72E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
746.157,s,1.03E-09,1.96E-10,1.96E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
749.945,s,9.33E-10,1.83E-10,1.83E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
754.285,s,8.81E-10,1.68E-10,1.68E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
758.221,s,1.00E-09,1.91E-10,1.91E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
762.047,s,9.21E-10,1.75E-10,1.75E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
766.553,s,8.18E-10,1.57E-10,1.57E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
770.782,s,9.53E-10,1.84E-10,1.84E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
775.067,s,9.11E-10,1.74E-10,1.74E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
779.573,s,7.98E-10,1.53E-10,1.53E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
784.224,s,7.91E-10,1.53E-10,1.53E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
788.454,s,9.96E-10,1.95E-10,1.95E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
792.098,s,8.31E-10,1.61E-10,1.61E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
796.701,s,9.20E-10,1.77E-10,1.77E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
800.884,s,7.39E-10,1.43E-10,1.43E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
805.002,s,1.30E-09,2.41E-10,2.41E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
808.536,s,8.41E-10,1.56E-10,1.56E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
812.901,s,9.90E-10,1.85E-10,1.85E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
816.775,s,8.42E-10,1.61E-10,1.61E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
820.861,s,8.59E-10,1.63E-10,1.63E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
825.946,s,7.15E-10,1.41E-10,1.41E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
830.798,s,8.86E-10,1.69E-10,1.69E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
834.949,s,1.06E-09,2.04E-10,2.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
839.089,s,8.50E-10,1.61E-10,1.61E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
844.292,s,6.65E-10,1.30E-10,1.30E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
849.332,s,8.80E-10,1.70E-10,1.70E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
853.559,s,1.04E-09,1.99E-10,1.99E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
857.103,s,1.01E-09,1.93E-10,1.93E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
860.858,s,1.08E-09,2.04E-10,2.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
865.255,s,7.04E-10,1.37E-10,1.37E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
870.708,s,7.96E-10,1.51E-10,1.51E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
875.531,s,7.48E-10,1.44E-10,1.44E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
880.236,s,8.43E-10,1.61E-10,1.61E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
885.357,s,6.97E-10,1.36E-10,1.36E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
890.183,s,8.50E-10,1.62E-10,1.62E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
894.86,s,9.30E-10,1.79E-10,1.79E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
899.586,s,6.66E-10,1.31E-10,1.31E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
904.781,s,7.68E-10,1.47E-10,1.47E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
909.195,s,9.99E-10,1.88E-10,1.88E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
914.264,s,5.98E-10,1.17E-10,1.17E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
919.711,s,8.48E-10,1.60E-10,1.60E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
925.002,s,6.37E-10,1.21E-10,1.21E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
930.124,s,7.36E-10,1.40E-10,1.40E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
935.729,s,6.53E-10,1.26E-10,1.26E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
940.856,s,7.81E-10,1.52E-10,1.52E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
945.625,s,7.84E-10,1.53E-10,1.53E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
950.08,s,8.37E-10,1.60E-10,1.60E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
954.94,s,8.38E-10,1.58E-10,1.58E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
960.133,s,6.07E-10,1.16E-10,1.16E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
965.626,s,9.70E-10,1.81E-10,1.81E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
969.913,s,7.67E-10,1.48E-10,1.48E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
975.411,s,6.31E-10,1.19E-10,1.19E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
980.924,s,7.24E-10,1.36E-10,1.36E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
986.58,s,7.65E-10,1.48E-10,1.48E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
990.535,s,9.32E-10,1.79E-10,1.79E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
994.789,s,8.74E-10,1.65E-10,1.65E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
999.137,s,8.96E-10,1.70E-10,1.70E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1004.289,s,6.96E-10,1.36E-10,1.36E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1008.95,s,8.30E-10,1.55E-10,1.55E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1014.17,s,7.24E-10,1.37E-10,1.37E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1019.194,s,6.53E-10,1.26E-10,1.26E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1025.212,s,6.84E-10,1.31E-10,1.31E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1029.937,s,8.84E-10,1.65E-10,1.65E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1034.539,s,7.83E-10,1.48E-10,1.48E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1039.932,s,7.32E-10,1.43E-10,1.43E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1045.633,s,6.30E-10,1.19E-10,1.19E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1050.709,s,7.68E-10,1.46E-10,1.46E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1056.674,s,6.55E-10,1.24E-10,1.24E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1061.74,s,9.40E-10,1.78E-10,1.78E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1066.305,s,7.26E-10,1.39E-10,1.39E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1071.8,s,6.97E-10,1.30E-10,1.30E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1076.979,s,7.40E-10,1.37E-10,1.37E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1082.236,s,6.29E-10,1.21E-10,1.21E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1087.921,s,6.72E-10,1.32E-10,1.32E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1092.946,s,8.23E-10,1.62E-10,1.62E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1098.564,s,7.02E-10,1.35E-10,1.35E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1103.759,s,7.86E-10,1.55E-10,1.55E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1107.881,s,8.86E-10,1.71E-10,1.71E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1112.575,s,7.65E-10,1.46E-10,1.46E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1118.674,s,6.06E-10,1.15E-10,1.15E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1124.327,s,7.11E-10,1.37E-10,1.37E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1128.753,s,9.28E-10,1.75E-10,1.75E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1133.495,s,7.45E-10,1.43E-10,1.43E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1138.178,s,8.08E-10,1.54E-10,1.54E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1143.583,s,6.39E-10,1.24E-10,1.24E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1149.348,s,6.10E-10,1.15E-10,1.15E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1155.808,s,7.07E-10,1.35E-10,1.35E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1161.67,s,6.11E-10,1.15E-10,1.15E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1166.881,s,7.07E-10,1.38E-10,1.38E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1171.991,s,7.54E-10,1.42E-10,1.42E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1177.509,s,6.80E-10,1.28E-10,1.28E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1182.633,s,7.20E-10,1.37E-10,1.37E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1188.278,s,6.05E-10,1.16E-10,1.16E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1194.405,s,7.14E-10,1.36E-10,1.36E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1200.361,s,6.96E-10,1.31E-10,1.31E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1205.775,s,7.07E-10,1.36E-10,1.36E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1210.869,s,6.89E-10,1.30E-10,1.30E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1216.639,s,6.53E-10,1.29E-10,1.29E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1223.212,s,4.33E-10,9.41E-11,9.41E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1229.155,s,5.80E-10,1.11E-10,1.11E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1235.209,s,7.13E-10,1.35E-10,1.35E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1240.776,s,5.54E-10,1.03E-10,1.03E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1247.142,s,4.47E-10,9.63E-11,9.63E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1253.109,s,5.77E-10,1.09E-10,1.09E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1259.962,s,6.98E-10,1.35E-10,1.35E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1265.431,s,6.32E-10,1.21E-10,1.21E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1271.199,s,4.26E-10,9.13E-11,9.13E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1277.674,s,5.22E-10,9.99E-11,9.99E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1284.031,s,6.90E-10,1.36E-10,1.36E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1289.258,s,5.07E-10,1.12E-10,1.12E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1294.191,s,8.41E-10,1.60E-10,1.60E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1298.948,s,5.11E-10,1.09E-10,1.09E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1304.082,s,5.01E-10,1.08E-10,1.08E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1309.719,s,6.68E-10,1.28E-10,1.28E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1315.454,s,5.63E-10,1.08E-10,1.08E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1322.047,s,6.51E-10,1.25E-10,1.25E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1327.923,s,7.08E-10,1.33E-10,1.33E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1333.709,s,5.10E-10,9.98E-11,9.98E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1340.35,s,5.77E-10,1.10E-10,1.10E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1346.345,s,6.43E-10,1.23E-10,1.23E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1352.557,s,5.88E-10,1.12E-10,1.12E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1359.564,s,5.13E-10,9.84E-11,9.84E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1366.446,s,5.25E-10,1.13E-10,1.13E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
1371.707,s,5.65E-10,1.09E-10,1.09E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,slop_other,1
